[mamodel]
3
38
-1,-1,0,0,2,0,0,0,1500,1500,0,1000,0,default
0,0,0,0,0,0,0,0,1000,1000,0,1000,0,土
1,0,15,20,84,1,20,43,1000,1000,0,1000,0,1
1,0,15,20,164,0,20,43,1000,1000,0,1000,0,2
1,0,15,20,257,2,22,43,1000,1000,0,1000,0,3
0,0,0,0,0,0,0,0,1000,1000,0,1000,0,攻击特效
5,0,13,0,81,-13,10,14,1000,1000,-48,1000,0,1
5,0,13,0,160,-10,10,14,1000,1000,-171,1000,0,2
5,0,13,0,251,-10,10,14,1000,1000,-149,1000,0,3
0,0,1,5,-23,-120,25,26,1050,1050,0,1000,0,主身子
9,0,2,10,2,4,22,35,1000,1000,0,1000,0,头
10,0,3,9,-3,7,6,3,1000,1000,0,1000,0,牙齿1
10,0,3,9,11,7,6,3,-1000,1000,0,1000,0,2
9,0,9,10,1,5,27,40,1000,1000,0,1000,0,头2
13,0,3,9,9,3,6,3,1000,1000,-205,1000,0,牙1
13,0,3,9,21,-4,6,3,-1000,1000,-462,1000,0,牙2
9,0,8,10,-4,3,30,40,-1000,1000,78,1000,0,kb头
16,0,3,9,-23,-15,6,3,1000,1000,-637,1000,0,kb头
16,0,3,9,-11,4,6,3,-1000,1000,-615,1000,0,kb头
9,0,4,4,-5,2,30,15,1000,1000,0,1000,0,身子
19,0,11,5,-11,27,0,0,900,900,0,1000,0,飞刺
9,0,5,0,-16,-5,9,19,-1000,1000,300,1000,0,左翅膀1
9,0,5,0,-19,2,9,19,-900,900,-274,1000,0,2
9,0,5,0,5,4,9,19,850,900,-161,1000,0,右翅膀1
9,0,5,0,5,7,9,19,800,800,596,1000,0,2
0,0,1,5,-27,-118,25,26,1000,1000,0,1000,0,主身子2
25,0,7,10,-1,1,28,35,-1000,1000,-72,1000,0,头
26,0,3,9,-13,2,6,3,1000,1000,-85,1000,0,牙1
26,0,3,9,2,4,6,3,-1000,1000,0,1000,0,2
25,0,8,10,4,-1,30,40,1000,1000,0,1000,0,头2
29,0,3,9,-25,-11,6,3,1000,1000,457,1000,0,牙1
29,0,3,9,-13,4,6,3,-1000,1000,698,1000,0,2
25,0,10,4,3,-8,30,13,900,1000,0,1000,0,下半身
25,0,5,0,-15,-4,9,19,-1000,1000,261,1000,0,翅膀1
25,0,5,0,-12,4,9,19,-1000,1000,-430,1000,0,翅膀1
25,0,5,0,12,-1,9,19,1000,1000,-238,1000,0,翅膀1
25,0,5,0,15,4,9,19,1000,1000,321,1000,0,翅膀1
0,0,6,0,-34,0,28,6,800,800,0,1000,0,影子
1000,3600,1000
1
0,0,0,0,0,0,
