[mamodel]
3
96
-1,-1,0,0,0,0,0,0,1000,1000,0,1000,0,def
0,0,0,0,0,0,0,0,1000,1000,0,1000,0,攻击特效
1,0,79,101,-73,-147,34,16,1000,1000,0,1000,0,弹道
1,0,80,102,-189,-159,28,35,-2041,2041,0,1000,0,爆炸
0,0,76,100,-62,-147,18,62,-1226,1226,0,1000,0,烟雾
0,0,1,10,35,-121,23,32,1200,1200,0,1000,0,主身子
5,0,2,9,-4,11,33,9,1000,1000,0,1000,0,裙子
5,0,3,11,4,-20,8,7,1000,1000,0,1000,0,铃铛
5,0,4,12,-1,-9,19,9,1000,1000,0,1000,0,蝴蝶结
6,0,5,13,-3,7,19,15,1000,1000,0,1000,0,口袋
5,0,6,14,-6,-18,5,7,812,812,-113,1000,0,包绳
10,0,7,16,17,49,20,22,1000,1000,0,1000,0,包包
11,0,8,17,-14,-9,13,8,1000,1000,0,1000,0,包左耳
11,0,9,15,9,-13,6,9,1000,1000,0,1000,0,包右耳
5,0,10,20,0,-30,49,61,855,855,0,1000,0,头
14,0,11,0,9,-57,60,19,1000,1000,0,1000,0,后头发
14,0,12,25,9,-50,30,18,1000,1000,0,1000,0,前头发1
16,0,13,26,-20,-6,22,10,1000,1000,-35,1000,0,2
16,0,14,27,12,3,13,14,1000,1000,-128,1000,0,3
16,0,15,24,22,7,11,14,1000,1000,-27,1000,0,4
15,0,16,21,-40,20,13,17,1000,1000,-35,1000,0,5
15,0,17,19,-39,9,22,12,1000,1000,17,1000,0,6
16,0,18,21,30,11,24,15,1000,1000,-58,1000,0,7
14,0,19,31,5,-66,18,11,1000,1000,0,1000,0,蝴蝶结
15,0,20,-1,-27,-8,50,13,1000,1000,0,1000,0,左耳
15,0,21,40,28,-7,9,9,1000,1000,0,1000,0,右耳
15,0,22,30,0,-14,7,19,1000,1000,0,1000,0,呆毛
14,0,23,35,-16,-43,8,4,1000,1000,0,1000,0,眉毛1
14,0,24,35,20,-40,8,4,1000,1000,0,1000,0,2
14,0,25,36,-15,-26,11,13,1163,1163,0,1000,0,左眼
14,0,26,36,16,-24,8,13,1143,1143,0,1000,0,右眼
14,0,71,36,-14,-35,11,7,1000,1000,0,1000,0,kb左眼
14,0,72,36,-14,-25,14,12,1000,1000,0,1000,0,kb左眼
14,0,73,36,23,-32,13,8,1000,1000,0,1000,0,kb右眼
14,0,74,36,18,-22,13,11,1000,1000,0,1000,0,kb右眼
14,0,44,36,0,-9,11,12,1000,1000,0,1000,0,嘴巴
5,0,29,8,-15,-13,20,8,1000,1000,0,1000,0,左胳膊
36,0,30,7,-13,17,38,11,1000,1000,0,1000,0,左手
37,0,45,51,-31,4,6,8,1000,1000,0,1000,0,手指1
37,0,46,52,-26,-3,6,5,1000,1000,0,1000,0,2
37,0,31,50,-28,-4,14,41,1000,1000,0,1000,0,弹弓
40,0,32,9,8,-21,13,12,1000,1000,-116,1000,0,2
40,0,68,22,9,-26,10,4,2000,1000,201,1000,0,3
5,0,33,9,19,-14,7,10,1000,1000,0,1000,0,右胳膊
43,0,34,10,13,17,4,10,1000,1000,0,1000,0,右手
5,0,63,19,16,-16,13,10,1000,1000,-117,1000,0,攻击右胳膊
45,0,64,18,1,4,8,9,1000,1000,0,1000,0,手臂
46,0,65,50,11,26,7,38,1000,1000,0,1000,0,手
46,0,66,51,11,27,42,12,1000,1000,609,1000,0,拉弓手
5,0,35,5,-16,31,21,12,901,901,0,1000,0,左裤子
49,0,36,4,0,11,20,11,1000,1000,0,1000,0,腿
50,0,37,5,1,22,20,10,1000,1000,0,1000,0,脚
5,0,38,5,8,33,21,13,901,901,-8,1000,0,右裤子
52,0,39,4,0,13,19,11,1000,1000,14,1000,0,腿
53,0,40,5,2,18,18,12,1000,1000,0,1000,0,脚
5,0,41,0,19,19,7,18,1000,1000,213,1000,0,尾巴
5,0,42,0,16,25,8,9,1000,1000,0,1000,0,尾巴
0,0,1,10,37,-120,21,32,1162,1162,0,1000,0,奔跑主身子
57,0,52,9,3,8,46,9,1000,1000,0,1000,0,裙子
57,0,3,11,5,-18,8,7,1000,1000,0,1000,0,铃铛
57,0,4,12,0,-6,20,8,1000,1000,0,1000,0,蝴蝶结
58,0,5,13,-12,12,18,12,1000,1000,0,1000,0,口袋
57,0,6,14,-3,-18,5,9,1000,1000,-177,1000,0,背包绳
62,0,7,15,14,39,14,17,901,901,0,1000,0,包包
63,0,8,16,-9,-3,13,9,1000,1000,172,1000,0,左耳朵
63,0,9,4,10,-8,7,9,1000,1000,-610,1000,0,右耳朵
57,0,10,20,3,-32,48,60,947,947,0,1000,0,头
66,0,47,-1,5,-36,51,21,1000,1000,-22,1000,0,后头发
67,0,12,25,2,-13,32,14,1000,1000,0,1000,0,前头发1
68,0,13,26,-18,0,24,10,1000,1000,45,1000,0,2
68,0,14,27,9,6,12,11,1000,1000,-154,1000,0,3
68,0,15,26,22,13,12,14,1000,1000,0,1000,0,4
67,0,17,19,-39,7,20,17,1000,1000,7,1000,0,5
67,0,18,21,30,5,23,16,1000,1000,-95,1000,0,6
67,0,19,28,-8,-16,19,14,1000,1000,0,1000,0,发夹
67,0,48,-1,-26,-12,42,10,1000,1000,161,1000,0,左耳
67,0,49,22,22,-14,4,13,1000,1000,103,1000,0,右耳
67,0,22,26,-7,-20,7,20,1000,1000,0,1000,0,呆毛
66,0,23,31,-16,-31,9,5,1000,1000,0,1000,0,眉毛1
66,0,24,31,14,-30,8,4,1000,1000,0,1000,0,眉毛2
66,0,53,30,-18,-21,10,12,1000,1000,0,1000,0,左眼
66,0,54,30,12,-21,10,10,1000,1000,0,1000,0,右眼
66,0,55,30,-4,-10,9,5,1107,1107,0,1000,0,嘴巴
57,0,56,9,-14,-14,64,18,1000,1000,0,1000,0,左手
83,0,57,8,-51,-5,27,49,1000,1000,0,1000,0,弹弓
84,0,58,7,-8,-31,14,8,1000,1000,-38,1000,0,绳子
57,0,59,3,18,-14,10,15,1000,1000,0,1000,0,右手
57,0,50,0,25,30,16,30,1000,1000,249,1000,0,尾巴1
87,0,51,1,32,-4,12,20,1000,1000,1,1000,0,2
57,0,60,4,1,32,22,7,949,949,150,1000,0,左大腿
89,0,61,3,-1,13,21,7,1000,1000,-82,1000,0,腿
90,0,62,2,1,22,23,9,1000,1000,-905,1000,0,脚
57,0,60,7,10,37,23,7,947,947,510,1000,0,右大腿
92,0,61,6,-1,11,23,8,998,998,22,1000,0,腿
93,0,62,5,0,21,23,8,1000,1000,-69,1000,0,脚
0,0,43,0,38,1,60,8,901,901,0,1000,0,影子
1000,3600,1000
1
0,0,0,0,0,0,
