[mamodel]
3
35
-1,-1,0,0,0,0,0,0,1200,1200,0,1000,0,default
0,0,20,0,-20,-45,40,20,700,700,60,1000,0,跳跃烟雾
0,0,21,101,20,-70,70,60,800,800,-1100,1000,0,攻击特效
0,0,22,100,35,0,44,32,1000,1000,0,1000,0,破土特效
0,0,23,1000,40,-20,47,47,1000,1000,0,0,0,破土特效
0,0,1,4,-25,-40,22,20,1000,1000,0,1000,0,主身子
5,0,2,5,5,-16,40,60,1000,1000,0,1000,0,身体
6,0,3,8,-27,-40,45,25,1000,1000,0,1000,0,左胳膊
7,0,25,100,-10,-5,12,12,1000,1000,0,1000,0,左胳膊
7,0,4,7,-35,15,17,20,1000,1000,0,1000,0,左手
6,0,5,3,25,-37,20,25,1000,1000,0,1000,0,右胳膊
10,0,6,7,30,20,33,22,1000,1000,0,1000,0,右手
6,0,7,5,0,-50,22,57,1000,1000,0,1000,0,头部
12,0,8,6,7,-12,5,8,1000,1000,0,1000,0,嘴巴
12,0,10,4,-5,-42,7,20,1000,1000,0,1000,0,呆毛
5,0,11,-5,-12,-2,17,20,1000,1000,-350,1000,0,尾巴
5,0,14,0,-10,5,5,5,1300,1300,0,1000,0,左腿部
16,0,15,-1,0,20,3,10,1000,1000,0,1000,0,脚
5,0,14,0,15,5,5,5,1300,1300,0,1000,0,右腿部
18,0,15,-1,0,20,3,10,1000,1000,0,1000,0,脚
5,0,12,-3,-12,8,10,5,1000,1000,0,1000,0,左待机脚
5,0,13,-3,15,7,8,5,1000,1000,0,1000,0,右待机脚
0,0,1,4,-25,-30,22,20,1000,1000,0,1000,0,攻击身子
22,0,16,5,0,-7,20,67,1000,1000,150,1000,0,攻击身体
23,0,3,10,9,-40,45,25,1000,1000,-700,1000,0,左手臂
24,0,4,9,-35,22,17,20,1000,1000,0,1000,0,左手
23,0,17,-1,15,-42,25,20,900,1000,-300,1000,0,右手臂
26,0,18,0,-4,42,12,22,1100,1100,0,1000,0,右手
23,0,7,5,30,-50,22,57,900,900,150,1000,0,头部
28,0,8,6,8,-12,5,8,1000,1000,0,1000,0,嘴巴
28,0,10,4,-5,-42,7,20,1000,1000,0,1000,0,呆毛
22,0,13,0,-15,-4,8,5,1000,1000,0,1000,0,小脚
22,0,13,1,10,-4,8,5,1000,1000,0,1000,0,小脚
22,0,11,-3,-12,-2,17,20,1000,1000,-250,1000,0,尾巴
0,0,19,-100,-22,0,27,10,1200,1000,0,1000,0,影子
1000,3600,1000
1
0,0,0,0,0,0,
