[mamodel]
3
59
-1,-1,0,0,0,0,-60,-235,1300,1300,0,1000,0,default
0,0,0,9999,-47,-40,0,0,1503,1503,0,1000,0,身上特效
1,0,44,9999,2,24,6,14,1000,1000,0,1000,0,黑闪电1
1,0,44,9998,60,58,8,18,-1357,1357,190,1000,0,黑闪电2
1,0,44,997,73,-23,6,16,1221,1221,-2066,1000,0,黑闪电3
0,0,40,0,-11,0,0,0,1400,1400,0,1000,0,攻击特效全
5,0,41,1000,102,21,74,45,1865,1865,0,1000,0,斩击1
5,0,42,1001,100,10,50,70,1600,1600,400,1000,0,斩击2
0,0,1,10,0,0,16,17,1000,1000,0,1000,0,主身子
8,0,2,11,0,-18,20,40,1100,1100,0,1000,0,上半身
8,0,39,11,0,-35,30,35,855,941,0,1000,0,上半身
9,0,4,9,-3,-31,13,17,1000,1000,0,1000,0,脖子
11,0,5,13,0,-13,45,55,1000,1000,0,1000,0,头
12,0,6,12,0,-4,20,9,1000,1000,0,1000,0,嘴巴
9,0,7,26,-21,-30,18,48,1000,1000,-300,1000,0,左肩膀
14,0,8,25,-3,0,10,12,1000,1000,350,1000,0,左手臂
15,0,9,27,-5,32,20,35,1000,1000,30,1000,0,左手
16,0,10,28,-5,33,12,8,1000,1000,0,1000,0,左爪1
16,0,11,24,8,25,7,11,1000,1000,0,1000,0,左爪2
16,0,35,100,0,30,10,10,3000,-4000,0,1000,0,手炎
9,0,13,9,21,-24,10,29,950,950,-200,1000,0,右肩膀
20,0,14,8,0,43,14,25,1000,1000,150,1000,0,右手
21,0,10,20,-8,33,12,8,800,-800,60,1000,0,右爪握
21,0,12,21,10,22,14,13,800,800,90,1000,0,右爪握2
21,0,33,18,-6,22,30,20,900,1000,-500,1000,0,紫炎剑
24,0,43,22,-1,84,31,7,2493,2493,891,1500,0,剑心
24,0,35,19,0,100,10,10,3000,-10000,0,1000,0,紫炎剑炎
21,0,35,100,3,14,10,10,3000,-3500,0,1000,0,手炎
9,0,7,20,22,-28,18,48,-1000,1000,200,1000,0,右肩膀攻击
28,0,8,19,-3,0,10,12,1000,1000,-200,1000,0,右手臂攻击
29,0,9,25,-5,25,20,35,1000,1000,200,1000,0,右手攻击
30,0,35,100,0,27,10,10,4000,-4000,0,1000,0,手炎
30,0,33,14,-1,39,30,20,900,1000,600,1000,0,紫炎剑
32,0,43,16,0,70,33,7,3555,3555,-915,1000,0,剑心
32,0,35,15,0,100,10,10,3000,-10000,0,1000,0,紫炎剑炎
30,0,10,22,-5,33,12,8,1000,1000,0,1000,0,右爪攻击
30,0,11,21,8,25,7,11,1000,1000,0,1000,0,右爪攻击2
8,0,15,10,-12,0,18,13,1100,1100,0,1000,0,左大腿
37,0,16,11,-10,25,12,25,1000,1000,0,1000,0,左腿
38,0,19,12,0,30,25,10,1100,1000,0,1000,0,左脚
8,0,15,9,8,5,18,13,-1100,1100,0,1000,0,右大腿
40,0,17,10,-4,22,20,30,1000,1000,0,1000,0,右腿
41,0,20,11,-5,20,20,5,-900,1000,0,1000,0,右腿
8,0,22,0,-5,-5,10,10,1300,1300,500,1000,0,主尾巴
43,0,23,-1,0,38,10,10,1000,1000,0,1000,0,尾巴2
44,0,24,-2,-2,15,6,8,1000,1000,-150,1000,0,尾巴3
45,0,25,-3,0,16,6,8,1000,1000,0,1000,0,尾巴4
46,0,26,-4,4,17,7,8,1000,1000,-150,1000,0,尾巴5
47,0,27,-5,2,17,6,8,1000,1000,-150,1000,0,尾巴6
48,0,28,-6,1,17,6,6,1000,1000,-150,1000,0,尾巴7
9,0,29,-10,0,-10,95,25,1300,1300,-300,1000,0,滑翔翅膀1
50,0,30,-9,-80,-20,50,10,1000,1000,0,1000,0,滑翔翅膀1
9,0,29,-12,0,-10,95,25,-1200,1200,350,1000,0,滑翔翅膀2
52,0,30,-10,-80,-20,50,10,1000,1000,0,1000,0,滑翔翅膀2
9,0,31,0,-3,-3,130,130,1000,1000,-30,1000,0,左翅膀
9,0,32,0,6,0,5,140,1000,1000,30,1000,0,左翅膀
8,0,37,-100,-5,-20,14,18,8000,8000,0,1000,0,暗气
8,0,37,-99,-5,25,14,18,8000,8000,0,1000,0,暗气
0,0,38,10,0,160,45,-15,1500,1000,0,1000,0,影子
1000,3600,1000
1
0,0,0,0,0,0,
