[mamodel]
3
27
-1,-1,0,0,0,0,0,0,1790,1790,0,1000,0,notouching
0,22,0,0,-28,-68,0,0,1000,1000,0,1000,0,xybase
1,22,4,0,-4,67,22,3,1000,1000,0,1000,0,shadow
1,22,2,5,0,0,31,17,1000,1000,0,1000,0,moth
3,22,1,8,6,-2,7,21,1000,1000,0,1000,0,mothface
4,22,5,7,15,-15,4,12,1000,1000,-50,1000,0,antennae
4,22,5,7,22,-10,4,12,1000,1000,-10,1000,0,antennae
3,22,6,4,-6,15,6,2,1000,1000,0,1000,0,leg 1
3,22,7,4,-1,15,6,2,1000,1000,0,1000,0,leg 2
3,22,8,4,5,15,6,2,1000,1000,0,1000,0,leg 3
3,22,9,3,12,12,6,2,1000,1000,0,1000,0,leg 4
3,22,10,4,18,12,6,2,1000,1000,0,1000,0,leg 5
3,22,3,4,7,-9,65,87,1000,1000,0,1000,0,wing1
3,22,11,4,7,-9,70,87,1000,1000,0,1000,0,wing2
3,22,12,6,-13,-21,66,2,1000,1000,0,1000,0,wing3
14,22,13,5,-10,29,20,2,1000,1000,0,1000,0,wing3-1
14,22,14,5,-11,29,20,2,1000,1000,0,1000,0,wing3-2
14,22,17,3,18,1,5,2,1000,1000,0,1000,0,wing3-3
17,22,18,0,-10,5,0,0,5000,8000,0,1000,0,wing3-3-1
3,22,15,2,3,0,11,0,1000,1000,0,1000,0,wing4
3,22,16,4,1,-11,79,50,1000,1000,0,1000,0,wing5
3,22,19,9,-9,-24,100,100,1000,1000,0,1000,0,dash
0,22,0,0,0,0,0,0,1000,1000,0,1000,0,sparkleadjuster
22,22,20,40,-36,-91,64,53,700,700,-420,784,0,sparkle
23,22,20,41,0,0,64,53,1000,1000,0,784,1,sparkle
22,22,20,41,8,-14,64,82,1000,1000,-230,588,0,sparkle
25,22,20,41,0,0,64,82,1000,1000,0,784,1,sparkle
1000,3600,1000
1
0,0,0,0,0,0,
